/ru/jobs/4559042/,"Sales Agent, Car Shipping Broker (USA)",4559042,"Sales Agent, Car Shipping Broker (USA)",21 000 – 168 000 грн,"Приглашаем Вас стать частью нашего быстрорастущего Sales Department на позиции Sales Agent, Car Shipping Broker в одной из топовых американских логистических компаний. Если Вы с легкостью находите общий язык с любым человеком, умеете продавать или хотите этому научиться — наше предложение для Вас!"
href,title,id,Job Title,payment,job_description
/ru/jobs/4559040/,"Sales Agent, Car Shipping Broker (USA)",4559040,"Sales Agent, Car Shipping Broker (USA)",21 000 – 168 400 грн,"Приглашаем Вас стать частью нашего быстрорастущего Sales Department на позиции Sales Agent, Car Shipping Broker в одной из топовых американских логистических компаний. Если Вы с легкостью находите общий язык с любым человеком, умеете продавать или хотите этому научиться — наше предложение для Вас!"
href,title,id,Job Title,payment,job_description
/ru/jobs/4049672/,Продавец-консультант в магазин женской одежды (центр),4049672,Продавец-консультант в магазин женской одежды (центр),10 000 – 15 000 грн,Продавец-консультант в Marta Vladi — женская одежда.
href,title,id,Job Title,payment,job_description
/ru/jobs/4466486/,"Рабочий на производство, помощник сварщика",4466486,"Рабочий на производство, помощник сварщика",13 000 грн,"На завод Агрокуб — один из самых стабильных работодателей Запорожье, требуются помощники сварщика."
href,title,id,Job Title,payment,job_description
/ru/jobs/2444750/,Водитель такси на авто компании,2444750,Водитель такси на авто компании,25 000 – 50 000 грн,Служба Такси «808» предлагает на выбор водителя работу на условиях:
href,title,id,Job Title,payment,job_description
/ru/jobs/3639920/,"Ведущая онлайн-эфиров, блогер, стример, модель",3639920,"Ведущая онлайн-эфиров, блогер, стример, модель",40 000 грн,"Аналоги нашей платформы: Instagram, Twitch."
href,title,id,Job Title,payment,job_description
/ru/jobs/3492909/,"Модель для блоггинга, стример, ведущая трансляций",3492909,"Модель для блоггинга, стример, ведущая трансляций",40 000 грн,"Аналоги нашей платформы: Instagram, Twitch."
